"@timestamp","json.apk","json.type","json.domain","json.event","json.status"
"Nov 29, 2019 @ 03:09:05.572","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:09:05.572","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:09:05.572","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:09:04.572","com.mitelelite",trustmanagerImp,"googleads.g.doubleclick.net",intercept,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:09:04.571","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:57.569","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:57.569","com.mitelelite",trustmanagerImp,"mobileproxy.bluekai.com",intercept,true
"Nov 29, 2019 @ 03:08:57.569","com.mitelelite","okhttp3-lista","time.akamai.com",intercept,true
"Nov 29, 2019 @ 03:08:56.569","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:56.569","com.mitelelite",trustmanagerImp,"socialize.eu1.gigya.com",intercept,true
"Nov 29, 2019 @ 03:08:56.569","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:56.569","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:56.569","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:55.569","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:55.569","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:55.569","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:55.568","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:52.568","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:52.568","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:52.568","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:52.568","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:51.568","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:51.568","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:51.567","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:51.567","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:51.567","com.mitelelite",trustmanager,,interception,true
"Nov 29, 2019 @ 03:08:50.566","com.mitelelite",trustmanagerImp,"mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:50.566","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:49.566","com.mitelelite",trustmanagerImp,"mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:49.566","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:46.565","com.mitelelite",trustmanagerImp,"mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:46.565","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:43.564","com.mitelelite",trustmanagerImp,"mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:43.564","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:43.564","com.mitelelite",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 03:08:40.564","com.mitelelite",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanager,,setup,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",okhttp3,,setup,false
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustkit,,setup,false
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",appcelerator,,setup,false
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,"assets.adobedtm.com",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,"assets.adobedtm.com",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,"settings.crashlytics.com",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite",trustmanagerImp,"mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:08:40.563","com.mitelelite","okhttp3-lista","mab.mediaset.es",intercept,true
"Nov 29, 2019 @ 03:07:45.561","com.parkeon.whoosh",trustmanagerImp,"www.gstatic.com",intercept,true
"Nov 29, 2019 @ 03:07:20.560","com.parkeon.whoosh",trustmanagerImp,"cdn.polyfill.io",intercept,true
"Nov 29, 2019 @ 03:06:25.558","com.parkeon.whoosh",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 03:05:30.556","com.parkeon.whoosh",trustmanagerImp,"www.google.es",intercept,true
"Nov 29, 2019 @ 03:05:30.556","com.parkeon.whoosh",trustmanagerImp,"my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 03:05:27.556","com.parkeon.whoosh",trustmanagerImp,"www.google.com",intercept,true
"Nov 29, 2019 @ 03:05:27.555","com.parkeon.whoosh",trustmanagerImp,"stats.g.doubleclick.net",intercept,true
"Nov 29, 2019 @ 03:05:20.555","com.parkeon.whoosh",trustmanagerImp,"fonts.gstatic.com",intercept,true
"Nov 29, 2019 @ 03:05:20.555","com.parkeon.whoosh",trustmanagerImp,"www.google-analytics.com",intercept,true
"Nov 29, 2019 @ 03:05:19.554","com.parkeon.whoosh",trustmanagerImp,"fonts.googleapis.com",intercept,true
"Nov 29, 2019 @ 03:05:19.554","com.parkeon.whoosh",trustmanagerImp,"ajax.googleapis.com",intercept,true
"Nov 29, 2019 @ 03:05:12.554","com.parkeon.whoosh",trustmanagerImp,"maxcdn.bootstrapcdn.com",intercept,true
"Nov 29, 2019 @ 03:05:12.553","com.parkeon.whoosh",trustmanagerImp,"www.googletagmanager.com",intercept,true
"Nov 29, 2019 @ 03:05:09.553","com.parkeon.whoosh",trustmanagerImp,"www.whooshstore.fr",intercept,true
"Nov 29, 2019 @ 03:05:02.552","com.parkeon.whoosh",trustmanagerImp,"my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 03:05:02.552","com.parkeon.whoosh","okhttp3-lista","my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 03:05:02.552","com.parkeon.whoosh",trustmanagerImp,"my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 03:05:02.552","com.parkeon.whoosh","okhttp3-lista","my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 03:04:27.550","com.parkeon.whoosh",trustmanagerImp,"ws.batch.com",intercept,true
"Nov 29, 2019 @ 03:04:27.550","com.parkeon.whoosh",trustmanagerImp,"ws.batch.com",intercept,true
"Nov 29, 2019 @ 02:59:42.544","com.parkeon.whoosh",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanager,,setup,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",okhttp3,,setup,false
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustkit,,setup,false
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",appcelerator,,setup,false
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanagerImp,"api.whooshstore.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh","okhttp3-lista","api.whooshstore.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanagerImp,"settings.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanagerImp,"my.whooshstore.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh",trustmanagerImp,"api.whooshstore.com",intercept,true
"Nov 29, 2019 @ 02:59:39.543","com.parkeon.whoosh","okhttp3-lista","api.whooshstore.com",intercept,true
"Nov 29, 2019 @ 02:58:14.540","com.doodle.master.draw.glow.art",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 02:58:14.540","com.doodle.master.draw.glow.art",trustmanagerImp,"sdk-diagnostics.prd.mz.internal.unity3d.com",intercept,true
"Nov 29, 2019 @ 02:58:07.539","com.doodle.master.draw.glow.art",trustmanagerImp,"csi.gstatic.com",intercept,true
"Nov 29, 2019 @ 02:58:07.539","com.doodle.master.draw.glow.art",trustmanagerImp,"lh3.googleusercontent.com",intercept,true
"Nov 29, 2019 @ 02:58:04.538","com.doodle.master.draw.glow.art",trustmanagerImp,"code.jquery.com",intercept,true
"Nov 29, 2019 @ 02:57:57.538","com.doodle.master.draw.glow.art",trustmanagerImp,"is-gateway.supersonicads.com",intercept,true
"Nov 29, 2019 @ 02:57:57.538","com.doodle.master.draw.glow.art",trustmanagerImp,"rv-gateway.supersonicads.com",intercept,true
"Nov 29, 2019 @ 02:57:57.537","com.doodle.master.draw.glow.art",trustmanagerImp,"z.moatads.com",intercept,true
"Nov 29, 2019 @ 02:57:54.537","com.doodle.master.draw.glow.art",trustmanagerImp,"code.jquery.com",intercept,true
"Nov 29, 2019 @ 02:57:54.537","com.doodle.master.draw.glow.art",trustmanagerImp,"www.ssacdn.com",intercept,true
"Nov 29, 2019 @ 02:57:51.537","com.doodle.master.draw.glow.art",trustmanagerImp,"www.google-analytics.com",intercept,true
"Nov 29, 2019 @ 02:57:51.537","com.doodle.master.draw.glow.art",trustmanagerImp,"auction.unityads.unity3d.com",intercept,true
"Nov 29, 2019 @ 02:57:51.537","com.doodle.master.draw.glow.art",trustmanagerImp,"supersonicads-a.akamaihd.net",intercept,true
"Nov 29, 2019 @ 02:57:51.537","com.doodle.master.draw.glow.art",trustmanagerImp,"supersonicads-a.akamaihd.net",intercept,true
"Nov 29, 2019 @ 02:57:51.536","com.doodle.master.draw.glow.art",trustmanagerImp,"googleads.g.doubleclick.net",intercept,true
"Nov 29, 2019 @ 02:57:51.536","com.doodle.master.draw.glow.art",trustmanagerImp,"googleads.g.doubleclick.net",intercept,true
"Nov 29, 2019 @ 02:57:51.536","com.doodle.master.draw.glow.art",trustmanagerImp,"imasdk.googleapis.com",intercept,true
"Nov 29, 2019 @ 02:57:36.535","com.doodle.master.draw.glow.art",trustmanagerImp,"publisher-config.unityads.unity3d.com",intercept,true
"Nov 29, 2019 @ 02:57:29.535","com.doodle.master.draw.glow.art",trustmanagerImp,"logs.supersonic.com",intercept,true
"Nov 29, 2019 @ 02:57:26.534","com.doodle.master.draw.glow.art",trustmanagerImp,"code.jquery.com",intercept,true
"Nov 29, 2019 @ 02:57:26.534","com.doodle.master.draw.glow.art",trustmanagerImp,"supersonicads-a.akamaihd.net",intercept,true
"Nov 29, 2019 @ 02:57:19.533","com.doodle.master.draw.glow.art",trustmanagerImp,"fonts.gstatic.com",intercept,true
"Nov 29, 2019 @ 02:57:19.533","com.doodle.master.draw.glow.art",trustmanagerImp,"webview.unityads.unity3d.com",intercept,true
"Nov 29, 2019 @ 02:57:19.533","com.doodle.master.draw.glow.art",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 02:57:16.533","com.doodle.master.draw.glow.art",trustmanagerImp,"z.moatads.com",intercept,true
"Nov 29, 2019 @ 02:57:16.533","com.doodle.master.draw.glow.art",trustmanagerImp,"outcome-ssp.supersonicads.com",intercept,true
"Nov 29, 2019 @ 02:57:16.533","com.doodle.master.draw.glow.art",trustmanagerImp,"supersonicads-a.akamaihd.net",intercept,true
"Nov 29, 2019 @ 02:57:01.532","com.doodle.master.draw.glow.art",trustmanagerImp,"config.unityads.unity3d.com",intercept,true
"Nov 29, 2019 @ 02:57:01.531","com.doodle.master.draw.glow.art",trustmanagerImp,"encrypted-tbn2.gstatic.com",intercept,true
"Nov 29, 2019 @ 02:57:00.531","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:57:00.531","com.doodle.master.draw.glow.art",trustmanagerImp,"fonts.googleapis.com",intercept,true
"Nov 29, 2019 @ 02:57:00.531","com.doodle.master.draw.glow.art",trustmanagerImp,"tpc.googlesyndication.com",intercept,true
"Nov 29, 2019 @ 02:56:57.530","com.doodle.master.draw.glow.art",trustmanagerImp,"www.facebook.com",intercept,true
"Nov 29, 2019 @ 02:56:57.530","com.doodle.master.draw.glow.art",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 02:56:57.530","com.doodle.master.draw.glow.art",trustmanagerImp,"init.supersonicads.com",intercept,true
"Nov 29, 2019 @ 02:56:54.530","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:56:54.529","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:56:54.529","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:56:19.528","com.doodle.master.draw.glow.art",trustmanagerImp,"googleads.g.doubleclick.net",intercept,true
"Nov 29, 2019 @ 02:56:19.528","com.doodle.master.draw.glow.art",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:56:19.527","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:50:36.098","com.doodle.master.draw.glow.art",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",okhttp3,,setup,false
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",trustkit,,setup,false
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",appcelerator,,setup,false
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",trustmanagerImp,"settings.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",trustmanager,,interception,true
"Nov 29, 2019 @ 02:50:33.098","com.doodle.master.draw.glow.art",trustmanagerImp,"graph.facebook.com",intercept,true
"Nov 29, 2019 @ 02:50:33.097","com.doodle.master.draw.glow.art",trustmanager,,setup,true
"Nov 29, 2019 @ 02:47:48.093","com.microsoft.teams",trustmanagerImp,"mobile.pipe.aria.microsoft.com",intercept,true
"Nov 29, 2019 @ 02:41:15.940","com.microsoft.teams",trustmanagerImp,"mobile.pipe.aria.microsoft.com",intercept,true
"Nov 29, 2019 @ 02:41:08.940","com.microsoft.teams",trustmanagerImp,"mobile.pipe.aria.microsoft.com",intercept,true
"Nov 29, 2019 @ 02:41:07.939","com.microsoft.teams","okhttp3-lista","dm2pv2.ng.msg.teams.microsoft.com",intercept,true
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",trustmanager,,setup,true
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",okhttp3,,setup,false
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",trustkit,,setup,false
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",trustmanager,,interception,true
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:41:06.939","com.microsoft.teams",appcelerator,,setup,false
"Nov 29, 2019 @ 02:32:14.788","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:32:11.787","com.intsig.camscanner",trustmanagerImp,"ss-static.intsig.net",intercept,true
"Nov 29, 2019 @ 02:32:11.787","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:32:04.786","com.intsig.camscanner",trustmanagerImp,"static.intsig.net",intercept,true
"Nov 29, 2019 @ 02:32:01.786","com.intsig.camscanner",trustmanagerImp,"api.appsflyer.com",intercept,true
"Nov 29, 2019 @ 02:32:01.786","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:32:01.786","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:31:54.785","com.intsig.camscanner",trustmanagerImp,"settings.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:31:54.785","com.intsig.camscanner",trustmanagerImp,"t.appsflyer.com",intercept,true
"Nov 29, 2019 @ 02:31:54.785","com.intsig.camscanner",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:31:54.785","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",trustmanager,,setup,true
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",okhttp3,,setup,false
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",trustkit,,setup,false
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",appcelerator,,setup,false
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:31:47.784","com.intsig.camscanner",trustmanagerImp,"api.intsig.net",intercept,true
"Nov 29, 2019 @ 02:28:42.779","com.infoempleo.infoempleo",trustmanagerImp,"api.infoempleo.com",intercept,true
"Nov 29, 2019 @ 02:28:39.778","com.infoempleo.infoempleo",trustmanagerImp,"api.infoempleo.com",intercept,true
"Nov 29, 2019 @ 02:28:14.776","com.infoempleo.infoempleo",trustmanagerImp,"assets.adobedtm.com",intercept,true
"Nov 29, 2019 @ 02:28:14.776","com.infoempleo.infoempleo",trustmanagerImp,"assets.adobedtm.com",intercept,true
"Nov 29, 2019 @ 02:22:23.608","com.infoempleo.infoempleo",trustmanagerImp,"api.appsflyer.com",intercept,true
"Nov 29, 2019 @ 02:22:22.608","com.infoempleo.infoempleo",trustmanagerImp,"api.infoempleo.com",intercept,true
"Nov 29, 2019 @ 02:22:21.608","com.infoempleo.infoempleo",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:22:21.608","com.infoempleo.infoempleo",appcelerator,,setup,false
"Nov 29, 2019 @ 02:22:21.608","com.infoempleo.infoempleo",trustmanagerImp,"t.appsflyer.com",intercept,true
"Nov 29, 2019 @ 02:22:21.608","com.infoempleo.infoempleo",trustmanager,,interception,true
"Nov 29, 2019 @ 02:22:21.607","com.infoempleo.infoempleo",trustmanager,,setup,true
"Nov 29, 2019 @ 02:22:21.607","com.infoempleo.infoempleo",okhttp3,,setup,false
"Nov 29, 2019 @ 02:22:21.607","com.infoempleo.infoempleo",trustkit,,setup,false
"Nov 29, 2019 @ 02:21:36.606","com.clapp.jobs",trustmanagerImp,"clients4.google.com",intercept,true
"Nov 29, 2019 @ 02:21:36.606","com.clapp.jobs",trustmanagerImp,"clients4.google.com",intercept,true
"Nov 29, 2019 @ 02:21:35.606","com.clapp.jobs",trustmanagerImp,"clients4.google.com",intercept,true
"Nov 29, 2019 @ 02:21:35.605","com.clapp.jobs",trustmanagerImp,"clients4.google.com",intercept,true
"Nov 29, 2019 @ 02:20:50.603","com.clapp.jobs",trustmanagerImp,"piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:20:50.603","com.clapp.jobs","okhttp3-lista","piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:19:45.601","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:19:45.601","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:19:42.601","com.clapp.jobs","okhttp3-lista","piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:19:42.600","com.clapp.jobs",trustmanagerImp,"piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:17:37.597","com.clapp.jobs",trustmanagerImp,"piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:17:37.597","com.clapp.jobs","okhttp3-lista","piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:17:37.597","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:17:37.597","com.clapp.jobs",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:17:37.596","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:13:12.589","com.clapp.jobs",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:13:05.588","com.clapp.jobs",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:13:05.588","com.clapp.jobs",trustmanagerImp,"sdk.iad-01.braze.com",intercept,true
"Nov 29, 2019 @ 02:13:05.588","com.clapp.jobs",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:13:04.588","com.clapp.jobs",trustmanager,,interception,true
"Nov 29, 2019 @ 02:13:04.588","com.clapp.jobs",trustmanager,,interception,true
"Nov 29, 2019 @ 02:13:04.588","com.clapp.jobs",trustmanagerImp,"sdk.iad-01.braze.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"app.adjust.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","piper.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs",trustmanagerImp,"api-c.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.587","com.clapp.jobs","okhttp3-lista","api-c.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanager,,setup,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",okhttp3,,setup,false
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustkit,,setup,false
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanagerImp,,setup,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",appcelerator,,setup,false
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanagerImp,"api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs","okhttp3-lista","api-p.cornerjob.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanagerImp,"settings.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:12:57.586","com.clapp.jobs",trustmanagerImp,"sdk.iad-01.braze.com",intercept,true
"Nov 29, 2019 @ 02:10:52.583","com.perfectcorp.amb",trustmanagerImp,"e.crashlytics.com",intercept,true
"Nov 29, 2019 @ 02:08:47.579","com.perfectcorp.amb",trustmanagerImp,"app-amway.perfectcorp.com",intercept,true
"Nov 29, 2019 @ 02:08:47.579","com.perfectcorp.amb",trustmanagerImp,"app-amway.perfectcorp.com",intercept,true
"Nov 29, 2019 @ 02:08:47.579","com.perfectcorp.amb",trustmanager,,interception,true
"Nov 29, 2019 @ 02:04:12.572","com.perfectcorp.amb",trustmanagerImp,"bcm-api.beautycircle.com",intercept,true
"Nov 29, 2019 @ 02:04:12.572","com.perfectcorp.amb",trustmanagerImp,"bcm-api.beautycircle.com",intercept,true
"Nov 29, 2019 @ 02:04:09.572","com.perfectcorp.amb",trustmanagerImp,"bcm-api.beautycircle.com",intercept,true
"Nov 29, 2019 @ 02:04:08.571","com.perfectcorp.amb",trustmanagerImp,"app-api-01.perfectcorp.com",intercept,true
"Nov 29, 2019 @ 02:04:01.571","com.perfectcorp.amb",trustmanagerImp,"e.crashlytics.com",intercept,true
