@timestamp;json.apk;json.country;json.country_code;json.category;json.domain;json.fase;json.categ;json.PII;json.testing_label;json.int_transfer;json.categ_ancestry;json.ancestry;json.port;json.device
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;United States;US;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;United States;US;-;googleads.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;facebook.com;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 18:10:43.029;com.venticake.retrica;Ireland;IE;-;scontent-mad1-1.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 15, 2020 @ 17:54:27.641;com.venticake.retrica;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 17:12:48.216;com.ogqcorp.bgh;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:58:18.489;net.mobigame.zombietsunami;United States;US;-;logs.supersonic.com;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 15, 2020 @ 16:58:11.486;net.mobigame.zombietsunami;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:58:11.486;net.mobigame.zombietsunami;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:58:11.486;net.mobigame.zombietsunami;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;United States;US;-;logs.supersonic.com;Phase 1;;Certificate Pinning;Label_IT_Phase_One;true;[];[];-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;United States;US;-;networksdk.ssacdn.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""ironSource""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;Netherlands;NL;-;code.jquery.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;false;"[""[\""code\"",\""hosting\""]""]";"[""jQuery Foundation""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.127;net.mobigame.zombietsunami;United States;US;-;fonts.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.125;net.mobigame.zombietsunami;;;-;;Phase 1;;Certificate Pinning;Label_IT_Phase_One;;[];[];-;aee4ad920306
Apr 15, 2020 @ 16:42:05.125;net.mobigame.zombietsunami;;;-;;Phase 1;;Certificate Pinning;Label_IT_Phase_One;;[];[];-;aee4ad920306
Apr 15, 2020 @ 16:42:05.125;net.mobigame.zombietsunami;United States;US;-;r2---sn-h5q7dne6.googlevideo.com;Phase 1;"[""hosting"",""video""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""hosting\"",\""video\""]"",""[]"",""[]""]";"[""Google Video"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 15, 2020 @ 16:42:05.122;net.mobigame.zombietsunami;Ireland;IE;-;www.facebook.com;Phase 1;"[""social media""]";Certificate Pinning;Label_IT_Phase_One;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.329;com.lyrebirdstudio.montagenscolagem;;;-;;Phase 2;;Certificate Pinning;Label_IT_Phase_One;;[];[];-;aee4ad920306
Apr 14, 2020 @ 18:11:05.328;com.lyrebirdstudio.montagenscolagem;United States;US;-;r2---sn-h5q7dnlk.googlevideo.com;Phase 2;"[""hosting"",""video""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""hosting\"",\""video\""]"",""[]"",""[]""]";"[""Google Video"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.325;com.lyrebirdstudio.montagenscolagem;United States;US;-;firebaseremoteconfig.googleapis.com;Phase 2;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.325;com.lyrebirdstudio.montagenscolagem;United States;US;-;firebaseremoteconfig.googleapis.com;Phase 2;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.324;com.lyrebirdstudio.montagenscolagem;United States;US;-;www.googleapis.com;Phase 2;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.323;com.lyrebirdstudio.montagenscolagem;United States;US;-;lyrebirdstudio.s3-us-west-2.amazonaws.com;Phase 2;"[""general"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""general\"",\""hosting\""]"",""[]""]";"[""Amazon Web Services"",""Amazon""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.304;com.lyrebirdstudio.montagenscolagem;United States;US;-;api.twitter.com;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""social media\""]""]";"[""Twitter""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.303;com.lyrebirdstudio.montagenscolagem;United States;US;-;api.twitter.com;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""social media\""]""]";"[""Twitter""]";-;aee4ad920306
Apr 14, 2020 @ 18:11:05.300;com.lyrebirdstudio.montagenscolagem;United States;US;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:10:58.283;com.lyrebirdstudio.montagenscolagem;Singapore;SG;-;csi.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:10:58.282;com.lyrebirdstudio.montagenscolagem;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 18:10:58.282;com.lyrebirdstudio.montagenscolagem;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 17:38:45.409;jp.naver.line.android;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_One;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 14, 2020 @ 17:38:45.408;jp.naver.line.android;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_One;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 14, 2020 @ 16:28:48.055;com.pescapps.gamekidsfree3;United States;US;-;googleads.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.092;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.091;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.089;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.089;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.088;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.088;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.083;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.082;com.askfm;United States;US;-;ad.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.082;com.askfm;United States;US;-;dt.adsafeprotected.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Integral Ad Science""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.082;com.askfm;United States;US;-;s.yimg.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]"",""[]""]";"[""Yahoo"",""Oath"",""Verizon""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.081;com.askfm;United States;US;-;mobile.adsafeprotected.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Integral Ad Science""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.081;com.askfm;United States;US;-;static.adsafeprotected.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Integral Ad Science""]";-;aee4ad920306
Apr 14, 2020 @ 13:10:15.079;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:15.079;com.askfm;United States;US;-;pb.pubnative.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 14, 2020 @ 13:10:08.070;com.askfm;United States;US;-;dw1qzo2j34zu4.cloudfront.net;Phase 2;"[""general"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""general\"",\""hosting\""]"",""[]""]";"[""Amazon Web Services"",""Amazon""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;Argentina;AR;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;Argentina;AR;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.567;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.566;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.566;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.googletagservices.com;Phase 2;"[""hosting"",""tag manager""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""hosting\"",\""tag manager\""]"",""[]"",""[]""]";"[""Google Tag Manager"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:21.562;com.flying.car.robot.transformation.extreme.car.driving.games;;;-;;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:56:12.508;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.508;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.507;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.googletagservices.com;Phase 2;"[""hosting"",""tag manager""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""hosting\"",\""tag manager\""]"",""[]"",""[]""]";"[""Google Tag Manager"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.507;com.flying.car.robot.transformation.extreme.car.driving.games;Argentina;AR;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.507;com.flying.car.robot.transformation.extreme.car.driving.games;Argentina;AR;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.507;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:12.507;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:11.501;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:56:11.499;com.flying.car.robot.transformation.extreme.car.driving.games;;;-;;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;firefox.settings.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;accounts.firefox.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;accounts.firefox.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;safebrowsing.googleapis.com;Phase 2;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;aus5.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;services.addons.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;services.addons.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;firefox.settings.services.mozilla.com;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.638;org.mozilla.firefox;United States;US;-;blocklists.settings.services.mozilla.com;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;aus5.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;services.addons.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;services.addons.mozilla.org;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]""]";"[""Mozilla""]";-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;firefox.settings.services.mozilla.com;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;blocklists.settings.services.mozilla.com;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;Ireland;IE;-;location.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;false;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.637;org.mozilla.firefox;United States;US;-;shavar.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;Ireland;IE;-;location.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;false;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;United States;US;-;shavar.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;United States;US;-;firefox.settings.services.mozilla.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;United States;US;-;accounts.firefox.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;United States;US;-;accounts.firefox.com;Phase 1;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 12, 2020 @ 19:43:58.636;org.mozilla.firefox;United States;US;-;safebrowsing.googleapis.com;Phase 2;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:36.091;com.blyts.chinchon;Ireland;IE;-;facebook.com;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:36.091;com.blyts.chinchon;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.066;com.blyts.chinchon;Ireland;IE;-;scontent-mad1-1.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.066;com.blyts.chinchon;United States;US;-;cdn.liftoff.io;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.066;com.blyts.chinchon;Ireland;IE;-;facebook.com;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.066;com.blyts.chinchon;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.065;com.blyts.chinchon;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.065;com.blyts.chinchon;United States;US;-;pagead2.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.065;com.blyts.chinchon;Germany;DE;-;impression-europe.liftoff.io;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.065;com.blyts.chinchon;United States;US;-;www.googletagservices.com;Phase 2;"[""hosting"",""tag manager""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""hosting\"",\""tag manager\""]"",""[]"",""[]""]";"[""Google Tag Manager"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:29.065;com.blyts.chinchon;Ireland;IE;-;static.xx.fbcdn.net;Phase 2;"[""social media""]";Certificate Pinning;Label_IT_Phase_Two;false;"[""[\""social media\""]""]";"[""Facebook""]";-;aee4ad920306
Apr 12, 2020 @ 19:31:26.059;com.blyts.chinchon;United States;US;-;googleads.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
