@timestamp;json.apk;json.country;json.country_code;json.category;json.domain;json.fase;json.categ;json.PII;json.testing_label;json.int_transfer;json.categ_ancestry;json.ancestry;json.port;json.device
Apr 11, 2020 @ 15:36:24.555;com.redantz.game.zombie3;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:36:24.554;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:36:24.554;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:36:24.554;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:36:24.554;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.018;com.mobile.bizo.reverse;United States;US;-;pagead2.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.018;com.mobile.bizo.reverse;United States;US;-;cm.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.018;com.mobile.bizo.reverse;United States;US;-;ib.adnxs.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""AppNexus""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.018;com.mobile.bizo.reverse;United States;US;-;t.myvisualiq.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 11, 2020 @ 15:24:02.018;com.mobile.bizo.reverse;United States;US;-;cache-ssl.celtra.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Celtra""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.017;com.mobile.bizo.reverse;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.017;com.mobile.bizo.reverse;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:24:02.017;com.mobile.bizo.reverse;United States;US;-;www.googletagservices.com;Phase 2;"[""hosting"",""tag manager""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""hosting\"",\""tag manager\""]"",""[]"",""[]""]";"[""Google Tag Manager"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.973;com.mobile.bizo.reverse;United States;US;-;t.myvisualiq.net;Phase 2;;Certificate Pinning;Label_IT_Phase_Two;true;[];[];-;aee4ad920306
Apr 11, 2020 @ 15:23:58.973;com.mobile.bizo.reverse;United States;US;-;cache-ssl.celtra.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""Celtra""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;fonts.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;www.googletagservices.com;Phase 2;"[""hosting"",""tag manager""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""hosting\"",\""tag manager\""]"",""[]"",""[]""]";"[""Google Tag Manager"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;pagead2.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;cm.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:23:58.972;com.mobile.bizo.reverse;United States;US;-;ib.adnxs.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]""]";"[""AppNexus""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.436;com.duolingo;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.436;com.duolingo;United States;US;-;googleads.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.436;com.duolingo;United States;US;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.435;com.duolingo;United States;US;-;d1vq87e9lcf771.cloudfront.net;Phase 2;"[""general"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""general\"",\""hosting\""]"",""[]""]";"[""Amazon Web Services"",""Amazon""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.435;com.duolingo;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:38.435;com.duolingo;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.423;com.duolingo;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.423;com.duolingo;United States;US;-;tpc.googlesyndication.com;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.423;com.duolingo;United States;US;-;www.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.423;com.duolingo;United States;US;-;googleads.g.doubleclick.net;Phase 2;"[""marketing""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.423;com.duolingo;United States;US;-;csi.gstatic.com;Phase 2;[];Certificate Pinning;Label_IT_Phase_Two;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 11, 2020 @ 15:06:31.422;com.duolingo;United States;US;-;d1vq87e9lcf771.cloudfront.net;Phase 2;"[""general"",""hosting""]";Certificate Pinning;Label_IT_Phase_Two;true;"[""[\""general\"",\""hosting\""]"",""[]""]";"[""Amazon Web Services"",""Amazon""]";-;aee4ad920306
Apr 10, 2020 @ 23:21:59.779;com.blyts.chinchon;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 23:21:59.779;com.blyts.chinchon;United States;US;-;fonts.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 23:21:59.778;com.blyts.chinchon;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 23:21:59.778;com.blyts.chinchon;United States;US;-;fonts.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.710;com.redantz.game.zombie3;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.710;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.710;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.710;com.redantz.game.zombie3;United States;US;-;imasdk.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.710;com.redantz.game.zombie3;United States;US;-;www.google-analytics.com;Phase 1;"[""audience measurement""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""audience measurement\""]"",""[]"",""[]""]";"[""Google Analytics"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.705;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.705;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.704;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.703;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.703;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.702;com.redantz.game.zombie3;United States;US;-;fonts.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.700;com.redantz.game.zombie3;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:59.700;com.redantz.game.zombie3;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:53.721;com.redantz.game.zombie3;United States;US;-;imasdk.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:53.721;com.redantz.game.zombie3;United States;US;-;www.google-analytics.com;Phase 1;"[""audience measurement""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""audience measurement\""]"",""[]"",""[]""]";"[""Google Analytics"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:52.710;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:52.709;com.redantz.game.zombie3;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:52.709;com.redantz.game.zombie3;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.685;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.684;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.684;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.684;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.684;com.redantz.game.zombie3;United States;US;-;content.tapjoy.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Tapjoy, Inc.""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:50.682;com.redantz.game.zombie3;United States;US;-;fonts.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:49.670;com.redantz.game.zombie3;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:36:49.670;com.redantz.game.zombie3;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;dsum-sec.casalemedia.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Index Exchange""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;sync.teads.tv;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]""]";"[""Teads"",""Altice SA""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.925;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.924;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.924;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.924;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.924;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.924;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;ade.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;fonts.googleapis.com;Phase 1;"[""code"",""hosting""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""code\"",\""hosting\""]"",""[]"",""[]""]";"[""Google APIs"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cm.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cm.g.doubleclick.net;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""DoubleClick"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.922;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;pagead2.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;www.gstatic.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;lh3.googleusercontent.com;Phase 1;[];Certificate Pinning;Label_IT_Phase_One;true;"[""[]"",""[]""]";"[""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;ade.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;dsum-sec.casalemedia.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Index Exchange""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;sync.teads.tv;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]""]";"[""Teads"",""Altice SA""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;cdn.liftoff.io;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]""]";"[""Liftoff""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
Apr 10, 2020 @ 22:25:36.921;com.flying.car.robot.transformation.extreme.car.driving.games;United States;US;-;tpc.googlesyndication.com;Phase 1;"[""marketing""]";Certificate Pinning;Label_IT_Phase_One;true;"[""[\""marketing\""]"",""[]"",""[]""]";"[""AdSense"",""Google"",""Alphabet""]";-;aee4ad920306
